Gene.stable.ID	Chromosome.scaffold.name	Karyotype.band	HGNC.symbol	chr.arm
ENSG00000116161	1	q25.1	CACYBP	1q
ENSG00000120333	1	q25.1	MRPS14	1q
ENSG00000120334	1	q25.1	CENPL	1q
ENSG00000135870	1	q25.1	RC3H1	1q
ENSG00000235750	1	q25.1	KIAA0040	1q
ENSG00000169905	1	q25.2	TOR1AIP2	1q
ENSG00000143322	1	q25.2	ABL2	1q
ENSG00000116260	1	q25.2	QSOX1	1q
ENSG00000135837	1	q25.2	CEP350	1q
ENSG00000186283	1	q25.2	TOR3A	1q
ENSG00000075391	1	q25.2	RASAL2	1q
ENSG00000116199	1	q25.2	FAM20B	1q
ENSG00000116191	1	q25.2	RALGPS2	1q
ENSG00000057252	1	q25.2	SOAT1	1q
ENSG00000143337	1	q25.2	TOR1AIP1	1q
ENSG00000162704	1	q25.3	ARPC5	1q
ENSG00000230124	1	q25.3	ACBD6	1q
ENSG00000058085	1	q25.3	LAMC2	1q
ENSG00000135829	1	q25.3	DHX9	1q
ENSG00000135862	1	q25.3	LAMC1	1q
ENSG00000116679	1	q25.3	IVNS1ABP	1q
ENSG00000198860	1	q25.3	TSEN15	1q
ENSG00000135821	1	q25.3	GLUL	1q
ENSG00000116667	1	q25.3	C1orf21	1q
ENSG00000162783	1	q25.3	IER5	1q
ENSG00000116698	1	q25.3	SMG7	1q
ENSG00000135823	1	q25.3	STX6	1q
ENSG00000135842	1	q25.3	FAM129A	1q
ENSG00000121481	1	q25.3	RNF2	1q
ENSG00000116406	1	q25.3	EDEM3	1q
ENSG00000047410	1	q31.1	TPR	1q
ENSG00000023572	1	q31.2	GLRX2	1q
ENSG00000116750	1	q31.2	UCHL5	1q
ENSG00000116747	1	q31.2	TROVE2	1q
ENSG00000134371	1	q31.2	CDC73	1q
ENSG00000066279	1	q31.3	ASPM	1q
ENSG00000203724	1	q31.3	C1orf53	1q
ENSG00000151414	1	q31.3	NEK7	1q
ENSG00000069275	1	q32.1	NUCKS1	1q
ENSG00000182004	1	q32.1	SNRPE	1q
ENSG00000134375	1	q32.1	TIMM17A	1q
ENSG00000159346	1	q32.1	ADIPOR1	1q
ENSG00000163444	1	q32.1	TMEM183A	1q
ENSG00000077152	1	q32.1	UBE2T	1q
ENSG00000174307	1	q32.1	PHLDA3	1q
ENSG00000163435	1	q32.1	ELF3	1q
ENSG00000159176	1	q32.1	CSRP1	1q
ENSG00000159166	1	q32.1	LAD1	1q
ENSG00000116857	1	q32.1	TMEM9	1q
ENSG00000183155	1	q32.1	RABIF	1q
ENSG00000198700	1	q32.1	IPO9	1q
ENSG00000162889	1	q32.1	MAPKAPK2	1q
ENSG00000058673	1	q32.1	ZC3H11A	1q
ENSG00000176393	1	q32.1	RNPEP	1q
ENSG00000198625	1	q32.1	MDM4	1q
ENSG00000118200	1	q32.1	CAMSAP2	1q
ENSG00000162702	1	q32.1	ZNF281	1q
ENSG00000143486	1	q32.1	EIF2D	1q
ENSG00000170498	1	q32.1	KISS1	1q
ENSG00000143862	1	q32.1	ARL8A	1q
ENSG00000117139	1	q32.1	KDM5B	1q
ENSG00000159348	1	q32.1	CYB5R1	1q
ENSG00000198892	1	q32.1	SHISA4	1q
ENSG00000118193	1	q32.1	KIF14	1q
ENSG00000134369	1	q32.1	NAV1	1q
ENSG00000266028	1	q32.1	SRGAP2	1q
ENSG00000117222	1	q32.1	RBBP5	1q
ENSG00000263528	1	q32.1	IKBKE	1q
ENSG00000133065	1	q32.1	SLC41A1	1q
ENSG00000133059	1	q32.1	DSTYK	1q
ENSG00000158615	1	q32.1	PPP1R15B	1q
ENSG00000158711	1	q32.1	ELK4	1q
ENSG00000058668	1	q32.1	ATP2B4	1q
ENSG00000117153	1	q32.1	KLHL12	1q
ENSG00000143845	1	q32.1	ETNK2	1q
ENSG00000123689	1	q32.2	G0S2	1q
ENSG00000196878	1	q32.2	LAMB3	1q
ENSG00000117335	1	q32.2	CD46	1q
ENSG00000196352	1	q32.2	CD55	1q
ENSG00000203706	1	q32.2	SERTAD4-AS1	1q
ENSG00000117625	1	q32.2	RCOR3	1q
ENSG00000082497	1	q32.2	SERTAD4	1q
ENSG00000117691	1	q32.3	NENF	1q
ENSG00000143499	1	q32.3	SMYD2	1q
ENSG00000123684	1	q32.3	LPGAT1	1q
ENSG00000066027	1	q32.3	PPP2R5A	1q
ENSG00000117697	1	q32.3	NSL1	1q
ENSG00000117650	1	q32.3	NEK2	1q
ENSG00000143476	1	q32.3	DTL	1q
ENSG00000123685	1	q32.3	BATF3	1q
ENSG00000170385	1	q32.3	SLC30A1	1q
ENSG00000162772	1	q32.3	ATF3	1q
ENSG00000162769	1	q32.3	FLVCR1	1q
ENSG00000174606	1	q32.3	ANGEL2	1q
ENSG00000117724	1	q41	CENPF	1q
ENSG00000162909	1	q41	CAPN2	1q
ENSG00000067704	1	q41	IARS2	1q
ENSG00000186063	1	q41	AIDA	1q
ENSG00000067533	1	q41	RRP15	1q
ENSG00000136628	1	q41	EPRS	1q
ENSG00000152104	1	q41	PTPN14	1q
ENSG00000162819	1	q41	BROX	1q
ENSG00000092978	1	q41	GPATCH2	1q
ENSG00000136636	1	q41	KCTD3	1q
ENSG00000154305	1	q41	MIA3	1q
ENSG00000118873	1	q41	RAB3GAP2	1q
ENSG00000143353	1	q41	LYPLAL1	1q
ENSG00000143514	1	q41	TP53BP2	1q
ENSG00000143771	1	q42.11	CNIH4	1q
ENSG00000143753	1	q42.11	DEGS1	1q
ENSG00000143756	1	q42.11	FBXO28	1q
ENSG00000143748	1	q42.11	NVL	1q
ENSG00000163041	1	q42.12	H3F3A	1q
ENSG00000143799	1	q42.12	PARP1	1q
ENSG00000143742	1	q42.12	SRP9	1q
ENSG00000154380	1	q42.12	ENAH	1q
ENSG00000143815	1	q42.12	LBR	1q
ENSG00000182827	1	q42.12	ACBD3	1q
ENSG00000143811	1	q42.12	PYCR2	1q
ENSG00000143819	1	q42.12	EPHX1	1q
ENSG00000162923	1	q42.12	WDR26	1q
ENSG00000185842	1	q42.12	DNAH14	1q
ENSG00000196187	1	q42.12	TMEM63A	1q
ENSG00000143774	1	q42.13	GUK1	1q
ENSG00000143761	1	q42.13	ARF1	1q
ENSG00000162910	1	q42.13	MRPL55	1q
ENSG00000168118	1	q42.13	RAB4A	1q
ENSG00000143793	1	q42.13	C1orf35	1q
ENSG00000168159	1	q42.13	RNF187	1q
ENSG00000143641	1	q42.13	GALNT2	1q
ENSG00000143776	1	q42.13	CDC42BPA	1q
ENSG00000143740	1	q42.13	SNAP47	1q
ENSG00000081692	1	q42.13	JMJD4	1q
ENSG00000154370	1	q42.13	TRIM11	1q
ENSG00000135778	1	q42.2	NTPCR	1q
ENSG00000143633	1	q42.2	C1orf131	1q
ENSG00000116906	1	q42.2	GNPAT	1q
ENSG00000135766	1	q42.2	EGLN1	1q
ENSG00000116918	1	q42.2	TSNAX	1q
ENSG00000182118	1	q42.2	FAM89A	1q
ENSG00000135750	1	q42.2	KCNK1	1q
ENSG00000010072	1	q42.2	SPRTN	1q
ENSG00000135775	1	q42.2	COG2	1q
ENSG00000173409	1	q42.2	ARV1	1q
ENSG00000119280	1	q42.2	C1orf198	1q
ENSG00000059588	1	q42.2	TARBP1	1q
ENSG00000173726	1	q42.3	TOMM20	1q
ENSG00000054267	1	q42.3	ARID4B	1q
ENSG00000168264	1	q42.3	IRF2BP2	1q
ENSG00000152904	1	q42.3	GGPS1	1q
ENSG00000168243	1	q42.3	GNG4	1q
ENSG00000162885	1	q42.3	B3GALNT2	1q
ENSG00000143669	1	q42.3	LYST	1q
ENSG00000054282	1	q43	SDCCAG8	1q
ENSG00000091483	1	q43	FH	1q
ENSG00000143702	1	q43	CEP170	1q
ENSG00000054277	1	q43	OPN3	1q
ENSG00000203668	1	q43	CHML	1q
ENSG00000116977	1	q43	LGALS8	1q
ENSG00000119285	1	q43	HEATR1	1q
ENSG00000116984	1	q43	MTR	1q
ENSG00000203667	1	q44	COX20	1q
ENSG00000153187	1	q44	HNRNPU	1q
ENSG00000121644	1	q44	DESI2	1q
ENSG00000143653	1	q44	SCCPDH	1q
ENSG00000035687	1	q44	ADSS	1q
ENSG00000153207	1	q44	AHCTF1	1q
ENSG00000171161	1	q44	ZNF672	1q
ENSG00000185420	1	q44	SMYD3	1q
ENSG00000117020	1	q44	AKT3	1q
ENSG00000203666	1	q44	EFCAB2	1q
ENSG00000162851	1	q44	TFB2M	1q
ENSG00000034510	2	p11.2	TMSB10	2p
ENSG00000118640	2	p11.2	VAMP8	2p
ENSG00000168894	2	p11.2	RNF181	2p
ENSG00000176407	2	p11.2	KCMF1	2p
ENSG00000168906	2	p11.2	MAT2A	2p
ENSG00000115561	2	p11.2	CHMP3	2p
ENSG00000042493	2	p11.2	CAPG	2p
ENSG00000163541	2	p11.2	SUCLG1	2p
ENSG00000152291	2	p11.2	TGOLN2	2p
ENSG00000168899	2	p11.2	VAMP5	2p
ENSG00000132305	2	p11.2	IMMT	2p
ENSG00000153574	2	p11.2	RPIA	2p
ENSG00000132313	2	p11.2	MRPL35	2p
ENSG00000172086	2	p11.2	KRCC1	2p
ENSG00000132300	2	p11.2	PTCD3	2p
ENSG00000168883	2	p11.2	USP39	2p
ENSG00000115486	2	p11.2	GGCX	2p
ENSG00000168887	2	p11.2	C2orf68	2p
ENSG00000153561	2	p11.2	RMND5A	2p
ENSG00000068654	2	p11.2	POLR1A	2p
ENSG00000168890	2	p11.2	TMEM150A	2p
ENSG00000115350	2	p12	POLE4	2p
ENSG00000115364	2	p12	MRPL19	2p
ENSG00000005436	2	p12	GCFC2	2p
ENSG00000159399	2	p12	HK2	2p
ENSG00000163170	2	p13.1	BOLA3	2p
ENSG00000115307	2	p13.1	AUP1	2p
ENSG00000114956	2	p13.1	DGUOK	2p
ENSG00000144034	2	p13.1	TPRKB	2p
ENSG00000065911	2	p13.1	MTHFD2	2p
ENSG00000114978	2	p13.1	MOB1A	2p
ENSG00000005448	2	p13.1	WDR54	2p
ENSG00000124356	2	p13.1	STAMBP	2p
ENSG00000115317	2	p13.1	HTRA2	2p
ENSG00000204843	2	p13.1	DCTN1	2p
ENSG00000115275	2	p13.1	MOGS	2p
ENSG00000114993	2	p13.1	RTKN	2p
ENSG00000144048	2	p13.1	DUSP11	2p
ENSG00000115274	2	p13.1	INO80B	2p
ENSG00000163017	2	p13.1	ACTG2	2p
ENSG00000115289	2	p13.1	PCGF1	2p
ENSG00000135624	2	p13.2	CCT7	2p
ENSG00000135617	2	p13.2	PRADC1	2p
ENSG00000116096	2	p13.2	SPR	2p
ENSG00000144040	2	p13.2	SFXN5	2p
ENSG00000143977	2	p13.3	SNRPG	2p
ENSG00000035141	2	p13.3	FAM136A	2p
ENSG00000169564	2	p13.3	PCBP1	2p
ENSG00000169599	2	p13.3	NFU1	2p
ENSG00000124383	2	p13.3	MPHOSPH10	2p
ENSG00000124380	2	p13.3	SNRNP27	2p
ENSG00000115977	2	p13.3	AAK1	2p
ENSG00000196975	2	p13.3	ANXA4	2p
ENSG00000144043	2	p13.3	TEX261	2p
ENSG00000075292	2	p13.3	ZNF638	2p
ENSG00000087338	2	p13.3	GMCL1	2p
ENSG00000116005	2	p13.3	PCYOX1	2p
ENSG00000198380	2	p13.3	GFPT1	2p
ENSG00000124357	2	p13.3	NAGK	2p
ENSG00000116001	2	p13.3	TIA1	2p
ENSG00000169604	2	p13.3	ANTXR1	2p
ENSG00000163235	2	p13.3	TGFA	2p
ENSG00000138069	2	p14	RAB1A	2p
ENSG00000138071	2	p14	ACTR2	2p
ENSG00000115946	2	p14	PNO1	2p
ENSG00000197223	2	p14	C1D	2p
ENSG00000179833	2	p14	SERTAD2	2p
ENSG00000119844	2	p14	AFTPH	2p
ENSG00000198369	2	p14	SPRED2	2p
ENSG00000119865	2	p14	CNRIP1	2p
ENSG00000221823	2	p14	PPP3R1	2p
ENSG00000143971	2	p14	ETAA1	2p
ENSG00000115484	2	p15	CCT4	2p
ENSG00000082898	2	p15	XPO1	2p
ENSG00000169764	2	p15	UGP2	2p
ENSG00000014641	2	p15	MDH1	2p
ENSG00000115464	2	p15	USP34	2p
ENSG00000173163	2	p15	COMMD1	2p
ENSG00000115504	2	p15	EHBP1	2p
ENSG00000162928	2	p15	PEX13	2p
ENSG00000170264	2	p15	FAM161A	2p
ENSG00000170340	2	p15	B3GNT2	2p
ENSG00000143947	2	p16.1	RPS27A	2p
ENSG00000115310	2	p16.1	RTN4	2p
ENSG00000085760	2	p16.1	MTIF2	2p
ENSG00000115380	2	p16.1	EFEMP1	2p
ENSG00000115355	2	p16.1	CCDC88A	2p
ENSG00000162924	2	p16.1	REL	2p
ENSG00000138035	2	p16.1	PNPT1	2p
ENSG00000028116	2	p16.1	VRK2	2p
ENSG00000115392	2	p16.1	FANCL	2p
ENSG00000115306	2	p16.2	SPTBN1	2p
ENSG00000068912	2	p16.2	ERLEC1	2p
ENSG00000068878	2	p16.2	PSME4	2p
ENSG00000170634	2	p16.2	ACYP2	2p
ENSG00000143942	2	p16.2	CHAC2	2p
ENSG00000116062	2	p16.3	MSH6	2p
ENSG00000138081	2	p16.3	FBXO11	2p
ENSG00000143933	2	p21	CALM2	2p
ENSG00000115944	2	p21	COX7A2L	2p
ENSG00000119888	2	p21	EPCAM	2p
ENSG00000180398	2	p21	MCFD2	2p
ENSG00000152518	2	p21	ZFP36L2	2p
ENSG00000143924	2	p21	EML4	2p
ENSG00000119878	2	p21	CRIPT	2p
ENSG00000138095	2	p21	LRPPRC	2p
ENSG00000116016	2	p21	EPAS1	2p
ENSG00000151665	2	p21	PIGF	2p
ENSG00000057935	2	p21	MTA3	2p
ENSG00000119729	2	p21	RHOQ	2p
ENSG00000138078	2	p21	PREPL	2p
ENSG00000095002	2	p21	MSH2	2p
ENSG00000138032	2	p21	PPM1B	2p
ENSG00000236824	2	p21	BCYRN1	2p
ENSG00000115875	2	p22.1	SRSF7	2p
ENSG00000188010	2	p22.1	MORN2	2p
ENSG00000152147	2	p22.1	GEMIN6	2p
ENSG00000138050	2	p22.1	THUMPD2	2p
ENSG00000115904	2	p22.1	SOS1	2p
ENSG00000011566	2	p22.1	MAP4K3	2p
ENSG00000171055	2	p22.2	FEZ2	2p
ENSG00000055332	2	p22.2	EIF2AK2	2p
ENSG00000115816	2	p22.2	CEBPZ	2p
ENSG00000163171	2	p22.2	CDC42EP3	2p
ENSG00000138061	2	p22.2	CYP1B1	2p
ENSG00000150938	2	p22.2	CRIM1	2p
ENSG00000115825	2	p22.2	PRKD3	2p
ENSG00000115828	2	p22.2	QPCT	2p
ENSG00000115808	2	p22.2	STRN	2p
ENSG00000162961	2	p22.3	DPY30	2p
ENSG00000119820	2	p22.3	YIPF4	2p
ENSG00000119812	2	p22.3	FAM98A	2p
ENSG00000115760	2	p22.3	BIRC6	2p
ENSG00000119801	2	p23.1	YPEL5	2p
ENSG00000213626	2	p23.1	LBH	2p
ENSG00000172954	2	p23.1	LCLAT1	2p
ENSG00000243147	2	p23.2	MRPL33	2p
ENSG00000213639	2	p23.2	PPP1CB	2p
ENSG00000163811	2	p23.2	WDR43	2p
ENSG00000075426	2	p23.2	FOSL2	2p
ENSG00000115295	2	p23.2	CLIP4	2p
ENSG00000228474	2	p23.3	OST4	2p
ENSG00000115241	2	p23.3	PPM1G	2p
ENSG00000138085	2	p23.3	ATRAID	2p
ENSG00000084733	2	p23.3	RAB10	2p
ENSG00000184924	2	p23.3	PTRHD1	2p
ENSG00000115234	2	p23.3	SNX17	2p
ENSG00000115163	2	p23.3	CENPA	2p
ENSG00000084754	2	p23.3	HADHA	2p
ENSG00000115204	2	p23.3	MPV17	2p
ENSG00000138073	2	p23.3	PREB	2p
ENSG00000115216	2	p23.3	NRBP1	2p
ENSG00000173960	2	p23.3	UBXN2A	2p
ENSG00000157992	2	p23.3	KRTCAP3	2p
ENSG00000115129	2	p23.3	TP53I3	2p
ENSG00000138029	2	p23.3	HADHB	2p
ENSG00000198399	2	p23.3	ITSN2	2p
ENSG00000138074	2	p23.3	SLC5A6	2p
ENSG00000198522	2	p23.3	GPN1	2p
ENSG00000119777	2	p23.3	TMEM214	2p
ENSG00000115207	2	p23.3	GTF3C2	2p
ENSG00000143970	2	p23.3	ASXL2	2p
ENSG00000115211	2	p23.3	EIF2B4	2p
ENSG00000084693	2	p23.3	AGBL5	2p
ENSG00000163798	2	p23.3	SLC4A1AP	2p
ENSG00000084774	2	p23.3	CAD	2p
ENSG00000119760	2	p23.3	SUPT7L	2p
ENSG00000138092	2	p23.3	CENPO	2p
ENSG00000138031	2	p23.3	ADCY3	2p
ENSG00000068697	2	p24.1	LAPTM4A	2p
ENSG00000115884	2	p24.1	SDC1	2p
ENSG00000143878	2	p24.1	RHOB	2p
ENSG00000055917	2	p24.1	PUM2	2p
ENSG00000163029	2	p24.2	SMC6	2p
ENSG00000240857	2	p24.2	RDH14	2p
ENSG00000079785	2	p24.3	DDX1	2p
ENSG00000115758	2	p25.1	ODC1	2p
ENSG00000134308	2	p25.1	YWHAQ	2p
ENSG00000119185	2	p25.1	ITGB1BP1	2p
ENSG00000143870	2	p25.1	PDIA6	2p
ENSG00000171848	2	p25.1	RRM2	2p
ENSG00000115756	2	p25.1	HPCAL1	2p
ENSG00000134330	2	p25.1	IAH1	2p
ENSG00000115738	2	p25.1	ID2	2p
ENSG00000134318	2	p25.1	ROCK2	2p
ENSG00000143797	2	p25.1	MBOAT2	2p
ENSG00000151693	2	p25.1	ASAP2	2p
ENSG00000115761	2	p25.1	NOL10	2p
ENSG00000151694	2	p25.1	ADAM17	2p
ENSG00000169016	2	p25.1	E2F6	2p
ENSG00000119203	2	p25.1	CPSF3	2p
ENSG00000134313	2	p25.1	KIDINS220	2p
ENSG00000162976	2	p25.1	PQLC3	2p
ENSG00000115750	2	p25.1	TAF1B	2p
ENSG00000134324	2	p25.1	LPIN1	2p
ENSG00000171863	2	p25.3	RPS7	2p
ENSG00000143727	2	p25.3	ACP1	2p
ENSG00000171865	2	p25.3	RNASEH1	2p
ENSG00000182551	2	p25.3	ADI1	2p
ENSG00000151353	2	p25.3	TMEM18	2p
ENSG00000035115	2	p25.3	SH3YL1	2p
ENSG00000130508	2	p25.3	PXDN	2p
ENSG00000171853	2	p25.3	TRAPPC12	2p
ENSG00000144029	2	q11.1	MRPS5	2q
ENSG00000115042	2	q11.1	FAHD2A	2q
ENSG00000071082	2	q11.2	RPL31	2q
ENSG00000135940	2	q11.2	COX5B	2q
ENSG00000158417	2	q11.2	EIF5B	2q
ENSG00000084090	2	q11.2	STARD7	2q
ENSG00000071054	2	q11.2	MAP4K4	2q
ENSG00000213337	2	q11.2	ANKRD39	2q
ENSG00000144021	2	q11.2	CIAO1	2q
ENSG00000144028	2	q11.2	SNRNP200	2q
ENSG00000183513	2	q11.2	COA5	2q
ENSG00000115514	2	q11.2	TXNDC9	2q
ENSG00000115073	2	q11.2	ACTR1B	2q
ENSG00000115446	2	q11.2	UNC50	2q
ENSG00000115539	2	q11.2	PDCL3	2q
ENSG00000135945	2	q11.2	REV1	2q
ENSG00000158411	2	q11.2	MITD1	2q
ENSG00000075568	2	q11.2	TMEM131	2q
ENSG00000163162	2	q11.2	RNF149	2q
ENSG00000121152	2	q11.2	NCAPH	2q
ENSG00000135956	2	q11.2	TMEM127	2q
ENSG00000135976	2	q11.2	ANKRD36	2q
ENSG00000170485	2	q11.2	NPAS2	2q
ENSG00000135972	2	q12.1	MRPS9	2q
ENSG00000115641	2	q12.2	FHL2	2q
ENSG00000115652	2	q12.2	UXS1	2q
ENSG00000135974	2	q12.2	C2orf49	2q
ENSG00000071051	2	q12.2	NCK2	2q
ENSG00000135966	2	q12.2	TGFBRAP1	2q
ENSG00000169756	2	q12.3	LIMS1	2q
ENSG00000135968	2	q12.3	GCC2	2q
ENSG00000144063	2	q13	MALL	2q
ENSG00000186522	2	q13	SEPT10	2q
ENSG00000198142	2	q13	SOWAHC	2q
ENSG00000153201	2	q13	RANBP2	2q
ENSG00000153107	2	q13	ANAPC1	2q
ENSG00000169679	2	q13	BUB1	2q
ENSG00000088205	2	q14.1	DDX18	2q
ENSG00000125611	2	q14.1	CHCHD5	2q
ENSG00000115091	2	q14.1	ACTR3	2q
ENSG00000144136	2	q14.1	SLC20A1	2q
ENSG00000169607	2	q14.1	CKAP2L	2q
ENSG00000144161	2	q14.1	ZC3H8	2q
ENSG00000125618	2	q14.1	PAX8	2q
ENSG00000114999	2	q14.1	TTL	2q
ENSG00000125538	2	q14.1	IL1B	2q
ENSG00000115084	2	q14.1	SLC35F5	2q
ENSG00000125629	2	q14.1	INSIG2	2q
ENSG00000125633	2	q14.1	CCDC93	2q
ENSG00000155368	2	q14.2	DBI	2q
ENSG00000144118	2	q14.2	RALB	2q
ENSG00000226479	2	q14.2	TMEM185B	2q
ENSG00000144120	2	q14.2	TMEM177	2q
ENSG00000115107	2	q14.2	STEAP3	2q
ENSG00000136717	2	q14.3	BIN1	2q
ENSG00000211460	2	q14.3	TSN	2q
ENSG00000144231	2	q14.3	POLR2D	2q
ENSG00000136709	2	q14.3	WDR33	2q
ENSG00000163166	2	q14.3	IWS1	2q
ENSG00000169967	2	q14.3	MAP3K2	2q
ENSG00000136731	2	q14.3	UGGT1	2q
ENSG00000163161	2	q14.3	ERCC3	2q
ENSG00000152082	2	q21.1	MZT2B	2q
ENSG00000173272	2	q21.1	MZT2A	2q
ENSG00000136718	2	q21.1	IMP4	2q
ENSG00000115762	2	q21.1	PLEKHB2	2q
ENSG00000152102	2	q21.1	FAM168B	2q
ENSG00000136699	2	q21.1	SMPD4	2q
ENSG00000072135	2	q21.1	PTPN18	2q
ENSG00000136710	2	q21.1	CCDC115	2q
ENSG00000163040	2	q21.1	CCDC74A	2q
ENSG00000150551	2	q21.2	LYPD1	2q
ENSG00000152127	2	q21.2	MGAT5	2q
ENSG00000144224	2	q21.3	UBXN4	2q
ENSG00000115866	2	q21.3	DARS	2q
ENSG00000048991	2	q21.3	R3HDM1	2q
ENSG00000076003	2	q21.3	MCM6	2q
ENSG00000115839	2	q21.3	RAB3GAP1	2q
ENSG00000115947	2	q23.1	ORC4	2q
ENSG00000135999	2	q23.1	EPC2	2q
ENSG00000168288	2	q23.2	MMADHC	2q
ENSG00000150556	2	q23.2	LYPD6B	2q
ENSG00000196504	2	q23.3	PRPF40A	2q
ENSG00000162980	2	q23.3	ARL5A	2q
ENSG00000080345	2	q23.3	RIF1	2q
ENSG00000115963	2	q23.3	RND3	2q
ENSG00000123609	2	q23.3	NMI	2q
ENSG00000177917	2	q23.3	ARL6IP6	2q
ENSG00000157827	2	q23.3	FMNL2	2q
ENSG00000144283	2	q24.1	PKP4	2q
ENSG00000115159	2	q24.1	GPD2	2q
ENSG00000163331	2	q24.1	DAPL1	2q
ENSG00000115233	2	q24.2	PSMD14	2q
ENSG00000153250	2	q24.2	RBMS1	2q
ENSG00000136536	2	q24.2	MARCH7	2q
ENSG00000136560	2	q24.2	TANK	2q
ENSG00000123636	2	q24.2	BAZ2B	2q
ENSG00000115221	2	q24.2	ITGB6	2q
ENSG00000115263	2	q24.2	GCG	2q
ENSG00000115183	2	q24.2	TANC1	2q
ENSG00000172292	2	q24.3	CERS6	2q
ENSG00000115339	2	q24.3	GALNT3	2q
ENSG00000082438	2	q24.3	COBLL1	2q
ENSG00000198648	2	q24.3	STK39	2q
ENSG00000138382	2	q31.1	METTL5	2q
ENSG00000138430	2	q31.1	OLA1	2q
ENSG00000138385	2	q31.1	SSB	2q
ENSG00000138398	2	q31.1	PPIG	2q
ENSG00000091409	2	q31.1	ITGA6	2q
ENSG00000077380	2	q31.1	DYNC1I2	2q
ENSG00000128654	2	q31.1	MTX2	2q
ENSG00000115806	2	q31.1	GORASP2	2q
ENSG00000198586	2	q31.1	TLK1	2q
ENSG00000144354	2	q31.1	CDCA7	2q
ENSG00000128708	2	q31.1	HAT1	2q
ENSG00000213160	2	q31.1	KLHL23	2q
ENSG00000152253	2	q31.1	SPC25	2q
ENSG00000138433	2	q31.1	CIR1	2q
ENSG00000123600	2	q31.1	METTL8	2q
ENSG00000172845	2	q31.1	SP3	2q
ENSG00000237380	2	q31.1	HOXD-AS2	2q
ENSG00000128656	2	q31.1	CHN1	2q
ENSG00000115935	2	q31.1	WIPF1	2q
ENSG00000170144	2	q31.2	HNRNPA3	2q
ENSG00000116044	2	q31.2	NFE2L2	2q
ENSG00000180228	2	q31.2	PRKRA	2q
ENSG00000116095	2	q31.2	PLEKHA3	2q
ENSG00000018510	2	q31.2	AGPS	2q
ENSG00000170035	2	q31.3	UBE2E3	2q
ENSG00000163510	2	q31.3	CWC22	2q
ENSG00000065548	2	q32.1	ZC3H15	2q
ENSG00000061676	2	q32.1	NCKAP1	2q
ENSG00000077232	2	q32.1	DNAJC10	2q
ENSG00000138448	2	q32.1	ITGAV	2q
ENSG00000144366	2	q32.1	GULP1	2q
ENSG00000003436	2	q32.1	TFPI	2q
ENSG00000128699	2	q32.2	ORMDL1	2q
ENSG00000115415	2	q32.2	STAT1	2q
ENSG00000115419	2	q32.2	GLS	2q
ENSG00000138381	2	q32.2	ASNSD1	2q
ENSG00000151689	2	q32.2	INPP1	2q
ENSG00000204262	2	q32.2	COL5A2	2q
ENSG00000138386	2	q32.2	NAB1	2q
ENSG00000064933	2	q32.2	PMS1	2q
ENSG00000198130	2	q32.2	HIBCH	2q
ENSG00000115368	2	q32.2	WDR75	2q
ENSG00000168542	2	q32.2	COL3A1	2q
ENSG00000128641	2	q32.3	MYO1B	2q
ENSG00000173559	2	q32.3	NABP1	2q
ENSG00000196950	2	q32.3	SLC39A10	2q
ENSG00000081320	2	q32.3	STK17B	2q
ENSG00000115541	2	q33.1	HSPE1	2q
ENSG00000144381	2	q33.1	HSPD1	2q
ENSG00000196141	2	q33.1	SPATS2L	2q
ENSG00000116030	2	q33.1	SUMO1	2q
ENSG00000119013	2	q33.1	NDUFB3	2q
ENSG00000082153	2	q33.1	BZW1	2q
ENSG00000055044	2	q33.1	NOP58	2q
ENSG00000115524	2	q33.1	SF3B1	2q
ENSG00000003402	2	q33.1	CFLAR	2q
ENSG00000155755	2	q33.1	TMEM237	2q
ENSG00000115540	2	q33.1	MOB4	2q
ENSG00000064012	2	q33.1	CASP8	2q
ENSG00000082146	2	q33.1	STRADB	2q
ENSG00000115520	2	q33.1	COQ10B	2q
ENSG00000204217	2	q33.1	BMPR2	2q
ENSG00000240344	2	q33.1	PPIL3	2q
ENSG00000178074	2	q33.1	C2orf69	2q
ENSG00000115942	2	q33.1	ORC2	2q
ENSG00000119041	2	q33.1	GTF3C3	2q
ENSG00000115993	2	q33.1	TRAK2	2q
ENSG00000155744	2	q33.1	FAM126B	2q
ENSG00000196290	2	q33.1	NIF3L1	2q
ENSG00000144426	2	q33.2	NBEAL1	2q
ENSG00000138443	2	q33.2	ABI2	2q
ENSG00000138442	2	q33.2	WDR12	2q
ENSG00000119004	2	q33.2	CYP20A1	2q
ENSG00000114942	2	q33.3	EEF1B2	2q
ENSG00000118257	2	q33.3	NRP2	2q
ENSG00000144401	2	q33.3	METTL21A	2q
ENSG00000023228	2	q33.3	NDUFS1	2q
ENSG00000118260	2	q33.3	CREB1	2q
ENSG00000163249	2	q33.3	CCNYL1	2q
ENSG00000118263	2	q33.3	KLF7	2q
ENSG00000144451	2	q34	SPAG16	2q
ENSG00000138413	2	q34	IDH1	2q
ENSG00000197713	2	q34	RPE	2q
ENSG00000197756	2	q35	RPL37A	2q
ENSG00000163466	2	q35	ARPC2	2q
ENSG00000115414	2	q35	FN1	2q
ENSG00000079246	2	q35	XRCC5	2q
ENSG00000127838	2	q35	PNKD	2q
ENSG00000115457	2	q35	IGFBP2	2q
